"uri","url","date","time","source.uri","source.title","lang","title","body"
"6489428023","https://www.benzinga.com/pressreleases/21/03/g20313555/crate-io-open-sources-the-entire-codebase-of-cratedb-the-database-purpose-built-for-machine-data","2021-03-24","9:46:00","benzinga.com","Benzinga","eng","Crate.io Open Sources the Entire Codebase of CrateDB - the Database Purpose Built for Machine Data","SAN FRANCISCO, March 24, 2021 (GLOBE NEWSWIRE) -- Crate.io, developer and supplier of CrateDB, the purpose-built database optimized for machine data use cases, today announced that CrateDB is now a fully open source database solution. With today's release of CrateDB 4.5, all enterprise features of ..."
"6489422647","https://www.marketscreener.com//news/latest/Crate-io-Open-Sources-the-Entire-Codebase-of-CrateDB-ndash-the-Database-Purpose-Built-for-Machine--32770654/","2021-03-24","9:43:00","marketscreener.com","Market Screener","eng","Crate.io Open Sources the Entire Codebase of CrateDB - the Database Purpose Built for Machine Data","SAN FRANCISCO, March 24, 2021 (GLOBE NEWSWIRE) -- Crate.io, developer and supplier of CrateDB, the purpose-built database optimized for machine data use cases, today announced that CrateDB is now a fully open source database solution. With today's release of CrateDB 4.5, all enterprise features of ..."
"6510240301","https://solutionsreview.com/business-intelligence/the-best-data-modeling-courses-and-online-training/","2021-04-07","19:15:00","solutionsreview.com","SolutionsReview","eng","The 10 Best Data Modeling Courses and Online Training for 2021","The editors at Solutions Review have compiled this list of the best data modeling courses and online training to consider. With this in mind, we've compiled this list of the best data modeling courses and online training to consider if you're looking to grow your data management or analytics skills ..."
"6486311939","https://www.sitepoint.com/javascript-typescript-orms/","2021-03-22","11:48:00","sitepoint.com","SitePoint","eng","9 Best JavaScript and TypeScript ORMs for 2021 - SitePoint","This article will briefly explain what object relational mapping (ORM) is, what an ORM library is, and why you should consider using one with your next JavaScript project. We'll also help you evaluate the best JavaScript and TypeScript ORM libraries based on your needs as a project developer and ..."
"6525234133","https://dzone.com/articles/nosql-the-cloud-and-java-part-2-the-nosql-platform","2021-04-18","13:26:00","dzone.com","DZone","eng","NoSQL, the Cloud, and Java: Part 2: The NoSQL Platforms - DZone Java","Within the world of NoSQL solutions with Java, there are several solutions and different types, which was the first part of this article. However, in addition to the keys, there are also platforms. The platforms are a set of tools that help to work with NoSQL databases. In this post, you will have ..."
"6487794633","https://www.marketscreener.com//news/latest/Aerospike-Cloud-Puts-Enterprises-in-Control-of-Their-Digital-Transformation-Strategy--32761697/","2021-03-23","10:05:00","marketscreener.com","Market Screener","eng","Aerospike Cloud Puts Enterprises in Control of Their Digital Transformation Strategy ","New Aerospike Kubernetes Operator Advances Consistent App Delivery Across Hybrid and Multi-clouds Aerospike Inc., the global leader in next-generation, real-time NoSQL data solutions, today announced the release of the Aerospike Kubernetes Operator and advancements in Aerospike Cloud Managed ..."
"6530447198","https://www.fish4.co.uk/job/10876581/data-engineer/","2021-04-22","2:05:00","fish4.co.uk","Fish4jobs","eng","Data Engineer","Apply(This will open in a new window from which you will be automatically redirected to an external site after 5 seconds) Data Engineer GBP45-48,000 plus very generous benefits Home & Humberside office for occasional meetings Own the data and deliver intelligent packaged data reporting and ..."
"6509982804","https://aithority.com/technology/analytics/manta-partners-with-neo4j-to-provide-customers-with-enhanced-graph-technology-for-data-pipeline-analysis-2/","2021-04-07","15:49:00","aithority.com","AiThority","eng","MANTA Partners With Neo4j to Provide Customers With Enhanced Graph","Partnership allows organizations to track lineage for hundreds of thousands of individual application assets enabling them to more swiftly reach conclusions about data flows Data lineage platform MANTA announced a new partnership with Neo4j®, the leader in graph technology, to embed Neo4j's graph ..."
"6509958428","https://aithority.com/technology/analytics/manta-partners-with-neo4j-to-provide-customers-with-enhanced-graph-technology-for-data-pipeline-analysis/","2021-04-07","15:31:00","aithority.com","AiThority","eng","MANTA Partners With Neo4j to Provide Customers With Enhanced Graph Technology for Data Pipeline Analysis","Partnership allows organizations to track lineage for hundreds of thousands of individual application assets enabling them to more swiftly reach conclusions about data flows Data lineage platform MANTA announced a new partnership with Neo4j, the leader in graph technology, to embed Neo4j's graph ..."
"6507494245","https://japan.cnet.com/release/30538088/","2021-04-06","4:05:00","cnet.com","CNET","jpn","CData Tableau Connectors シリーズをリリース ","～230 種類超のエンタープライズSaaS・NoSQL をTableau からノーコードで連携してビジュアライズ・分析利用を実現～ 2021年4月6日、リアルタイムデータ連携ドライバーのリーディングプロバイダーCData Software, ..."
"6516121573","https://heraldkeeper.com/market/global-embedded-database-system-market-outlook-industry-analysis-and-prospect-2021-2026-818066.html","2021-04-12","6:54:00","heraldkeeper.com","Herald Keeper","eng","Global Embedded Database System Market Outlook, Industry Analysis and Prospect 2021-2026","An embedded database system is a database management system (DBMS) which is tightly integrated with an application software that requires access to stored data, such that the database system is ""hidden"" from the application's end-user and requires little or no ongoing maintenance. Projected and ..."
"6529842400","https://www.impresacity.it/news/25187/couchbase-quando-il-database-e-cloud-nativo.html","2021-04-21","15:36:00","impresacity.it","impresacity.it","ita","Couchbase: quando il database è cloud-nativo","Decentralizzazione, approccio cloud-nativo, performance: Couchbase punta alle caratteristiche chiave dell'IT moderna per differenziarsi Il mercato database è tradizionalmente abbastanza dinamico. Ma periodicamente ha bisogno di qualche ""scossone"" positivo per recepire nuovi modelli ed approcci ..."
"6522708416","https://portswigger.net/daily-swig/cockpit-cms-flaws-exposed-web-servers-to-nosql-injection-exploits","2021-04-16","10:50:00","portswigger.net","Burp Suite","eng","Cockpit CMS flaws exposed web servers to NoSQL injection exploits","Vulnerabilities could be leveraged for full RCE on Cockpit instances using MongoLite Developers of Cockpit CMS, an open source content management system, have patched two security vulnerabilities following a disclosure by researchers at PT Swarm. The vulnerabilities could allow a remote, ..."
"6490864359","https://japan.cnet.com/release/30533840/","2021-03-25","6:54:00","cnet.com","CNET","jpn","クラスメソッドの『CSアナリティクス Data Uploader』とCData ODBC Driversの併用で200種類以上のSaaS・DWHデータ基盤への連携を実現","Salesforce、SAP、Marketo、BigQueryデータをノーコードでS3やGoogle Cloud Storageにロード クラスメソッド株式会社（本社：東京都千代田区、代表取締役社長：横田 ..."
"6510193617","https://www.theregister.com/2021/04/07/redis_labs_doubles_value_to/","2021-04-07","18:34:00","theregister.com","theregister.com","eng","Redis Labs doubles value to $2bn in 9 months with $110m Series G funding round","SoftBank's Vision Fund 2 steps up to boost the coffers of NoSQL database biz Redis Labs, a commercial backer of the open-source key-value store database Redis, has secured $110m in funding, with backers including Softbank Vision Fund 2. The Series G round values the company at around $2bn and is ..."
"6507076603","https://habr.com/ru/post/550898/","2021-04-05","19:02:00","habr.com","Habr","rus","Отзыв о курсе ""NoSQL"" на ""Отус""","Здравствуйте. Хочу поделиться своими впечатлениями от прохождения курса ""NoSQL"" на платформе онлайн-образования ""Отус"" (otus.ru). Преследуемой мною целью являлось ..."
"6494220433","http://www.thedrum.com/jobs/details/237608/.NET%20Developer%20-%20London%20-%20Contract%20-...","2021-03-27","9:55:00","thedrum.com","The Drum","eng",".NET Developer - London - Contract - £600-650/day (Inside IR35) in London","(.NET CORE, C#, Kafka, AWS, Apache Spark, NoSQL, ElasticSearch) We're working with a prestigious London FinTech company that are looking for a contract .NET Developer to join them on a long-term basis. This person will be tasked with continuing the ongoing digital transformation piece and working ..."
"6488087517","https://www.intellasia.net/datastax-collaborates-with-ibm-to-help-enterprises-accelerate-modern-multi-cloud-data-applications-887305","2021-03-23","13:21:00","intellasia.net","IntellAsia","eng","DataStax Collaborates With IBM to Help Enterprises Accelerate Modern, Multi-Cloud Data Applications","DataStax Enterprise with IBM is now available to deliver highly scalable and highly available data management built on the open source Apache Cassandra™ database SANTA CLARA, Calif.--(BUSINESS WIRE)--DataStax today announced a collaboration with IBM to deliver DataStax Enterprise, a leading ..."
"6494040007","https://www.analyticsinsight.net/top-data-science-roles-skills-and-salaries-in-india/","2021-03-27","6:37:00","analyticsinsight.net","Analytics Insight","eng","Top Data Science Roles in India","The rise of data science has come the accompanying explosion in roles in some way that involves data. No wonder it is one of the hot and progressive fields of technological applications in current times. Perhaps the best job market right now converges in the field of data science. Meanwhile, this ..."
"6491677683","https://www.dbta.com/Editorial/News-Flashes/CrateDB-45-is-Now-Available-as-an-Open-Source-Database-145964.aspx","2021-03-25","16:36:00","dbta.com","DBTA Magazine","eng","CrateDB 4.5 is Now Available as an Open Source Database","Crate.io, developer and supplier of CrateDB, announced that CrateDB is now a fully open source database solution, allowing developers to add enhancements. With the release of CrateDB 4.5, all enterprise features of the database are available under the Apache 2.0 open source license for the ..."
"6501392487","https://fnbherald.com/2021/04/01/global-cloud-based-database-market-is-it-repeating-history/","2021-04-01","8:29:00","fnbherald.com","fnbherald.com","eng","Global Cloud-based Database Market: Is it Repeating History?","Global Cloud-based Database Market Data Survey Report 2015-2025 is latest research study released by HTF MI evaluating the market, highlighting opportunities, risk side analysis, and leveraged with strategic and tactical decision-making support. The influencing Factors of growth and regulations with ..."
"6529993502","https://www.theregister.com/2021/04/21/redis_7/","2021-04-21","17:29:00","theregister.com","theregister.com","eng","You only love me for my cache: New modules try to make NoSQL Redis more of a general-purpose database","Redis Labs has announced a slew of new modules designed to enhance consistency, boost machine learning, and bolster JSON document support in its core open-source database. The new add-ons are optional and will be available in the second half of the year with release 7.0. Redis has hit the big time ..."
"6522926273","https://www.marketscreener.com//quote/stock/CLOUDFLARE-INC-65956823/news/Cloudflare-nbsp-Announcing-Cloudflare-s-Database-Partners-32987743/","2021-04-16","13:37:00","marketscreener.com","Market Screener","eng","Cloudflare : Announcing Cloudflare's Database Partners | MarketScreener","Cloudflare Workers is the easiest way for developers to deploy their application's code with performance, scale and security baked in. No configuration necessary. Worker code scales to serve billions of requests close to your users across Cloudflare's 200+ data centers. But that's not the only ..."
"6515756248","https://dzone.com/articles/bringing-transaction-and-ai-data-worlds-closer-a-n","2021-04-11","22:45:00","dzone.com","DZone","eng","Bringing Transaction and AI Data Worlds Closer: A Notion of Integrated Data Platforms - DZone AI","Vaibhav S Dantale - dantalev@gmail.com Subhendu Dey - subhendu.dey@in.ibm.com Sandipan Sarkar - sandipansarkar@gmail.com Ram Ravishankar - ram.ravishankar@gmail.com The recent accelerated adoption of hybrid multi-cloud and cloud-native application architectures is rapidly changing the data ..."
"6511531729","https://www.heise.de/news/Redis-Labs-will-zu-den-fuehrenden-Datenbankanbietern-aufschliessen-6009110.html","2021-04-08","15:14:00","heise.de","heise online","deu","Redis Labs will zu den führenden Datenbankanbietern aufschließen","Eine Investorengruppe unter der Führung von Tiger Global, SoftBank Vision Fund 2* und TCV stellt Redis Labs weitere 110 Millionen US-Dollar Kapital zur Verfügung und erhöht den aktuellen Marktwert des Unternehmens damit auf rund zwei Milliarden US-Dollar. Der Anbieter der ..."
"6520009422","https://www.analyticsinsight.net/where-the-cloud-cant-save-you/","2021-04-14","16:04:00","analyticsinsight.net","Analytics Insight","eng","Where the Cloud Can't Save You","Generals will divide their forces to ensure that their army survives a battle. The cloud takes you to the next level, you can achieve the same by replicating your application, being in multiple places at once to keep a service window always open for your users. However, if the split forces still ..."
"6510546848","https://dzone.com/articles/most-preferred-react-native-databases","2021-04-08","1:08:00","dzone.com","DZone","eng","5 Most Preferred React Native Databases - DZone Web Dev","React Native has gained immense popularity as one of the top open-source mobile app frameworks. It is created by Facebook and supports various smart devices such as Android, iOS, tvOS, macOS, Windows, and UWP. We all know React Native allows developers to create some exciting and real mobile apps ..."
"6519467061","https://thefintechtimes.com/neo4j-why-graph-technology-is-the-key-to-fraud-detection/","2021-04-14","9:41:00","thefintechtimes.com","The Fintech Times","eng","Neo4J: Why Graph Technology Is the Key to Fraud Detection | The Fintech Times","With fraudulent activity on the rise, financial organisations need to keep up with their compliance requirements, avoiding fines and keeping themselves and their customers safe. One method of fraud detection involves graph technology. Someone who knows all about this is Nik Vora, Vice President - ..."
"6508303285","https://www.dbta.com/Columns/DBA-Corner/The-Importance-of-Data-Modeling-in-a-Big-Data-World-145915.aspx","2021-04-06","14:47:00","dbta.com","DBTA Magazine","eng","The Importance of Data Modeling in a Big Data World","As more organizations embrace big data and analytics to gain insight from extremely large datasets, the tools and systems used to manage data have grown, changed, and mul­tiplied. Instead of just relational database systems, we now use NoSQL databases and Hadoop file systems to store increasingly ..."
"6489454409","https://www.theregister.com/2021/03/24/oracle_autonomous_data_warehouse/","2021-03-24","10:04:00","theregister.com","theregister.com","eng","Does SQL make your business users squeal? Oracle's 'self-driving cloud data warehouse' hides it behind a GUI if needed","Big Red hopes automation will tempt new customers to its cloud Last week Oracle launched an upgrade to its data-warehousing technology that puts SQL, the language on which the company has more or less built its vast fortune, in the background. After announcing the industry's ""first and only ..."
"6519255190","https://dzone.com/articles/import-data-from-neo4j-to-nebula-graph-via-nebula","2021-04-14","6:57:00","dzone.com","DZone","eng","Import Data From Neo4j to Nebula Graph Via Nebula Exchange: Best Practices - DZone Database","The requirement for real-time data updating and querying increases continuously as the data size is surging. Under such a case, Neo4j is sure to fall behind. Since the single-host Neo4j Community version doesn't support scale-up, the linear scalability and read/write splitting is not possible. ..."
"6513038980","https://www.idnes.cz/technet/software/manta-neo4j-databaze.A210409_130427_software_vse","2021-04-09","14:28:00","idnes.cz","iDNES.cz","ces","Českému startupovému projektu Manta pomůže lépe kontrolovat tok dat Neo4j","V roce 2010 vzniklý americký startup Neo4j (Network Exploration and Optimization 4 Java) se zjednodušeně řečeno zabývá prací s daty pomocí grafových datových struktur. Nyní se s ním spojil česko-americký startup Manta zaměřující se na mapování a analýzu datových ..."
"6489883851","https://aithority.com/it-and-devops/cloud/aerospike-cloud-puts-enterprises-in-control-of-their-digital-transformation-strategy/","2021-03-24","14:55:00","aithority.com","AiThority","eng","Aerospike Cloud Puts Enterprises in Control of Their Digital Transformation Strategy","New Aerospike Kubernetes Operator Advances Consistent App Delivery Across Hybrid and Multi-clouds Aerospike, the global leader in next-generation, real-time NoSQL data solutions, announced the release of the Aerospike Kubernetes Operator and advancements in Aerospike Cloud Managed Service to help ..."
"6489066252","http://www.newspatrolling.com/aerospike-cloud-puts-enterprises-in-control-of-their-digital-transformation-strategy/","2021-03-24","4:30:00","newspatrolling.com","Newspatrollingindia","eng","Aerospike Cloud Puts Enterprises in Control of Their Digital Transformation Strategy","New Aerospike Kubernetes Operator Advances Consistent App Delivery Across Hybrid and Multi-clouds MOUNTAIN VIEW, CALIF. -- Mar. 24, 2021 -- Aerospike Inc., the global leader in next-generation, real-time NoSQL data solutions, today announced the release of the Aerospike Kubernetes Operator and ..."
"6509472465","https://entwickler.de/online/development/vorschlaege-skillgraph-neo4j-microservice-579964721.html","2021-04-07","9:52:00","entwickler.de","entwickler","deu","Vorschläge aus dem Skillgraph: Ein Neo4j Microservice als Alternative zur Recommendation Engine - entwickler.de","Je mehr Daten Recruitern zur Verfügung stehen, desto schneller kann der optimale Job gefunden werden. Da das Ausfüllen von Profilen mittels den richtigen Vorschlägen leichter und schneller von der Hand geht, zeigt dieser Artikel, wie Sie Bewerbern eine automatisierte Liste an wahrscheinlichen ..."
"6499087272","https://www.di.se/analys/nye-vd-n-bygger-om-vi-ser-omfattande-potential-for-tillvaxt-framat/","2021-03-30","20:31:00","di.se","Dagens industri","swe","Nye vd:n bygger om: ""Vi ser omfattande potential för tillväxt framåt""","Framtiden för Artificiell Intelligens (AI) heter grafbaserad maskininlärning och är redan här. Möt företaget som gör det möjligt och har skapat förutsättningarna för fler att använda teknologin - utanför Silicon Valleys gränser. Det råder inga tvivel om att moderna analysplattformer ..."
"6528348231","https://dzone.com/articles/graph-based-data-science-machine-learning-and-ai-t","2021-04-20","16:39:00","dzone.com","DZone","eng","Graph-Based Data Science, Machine Learning, and AI. The Year of the Graph Newsletter, Spring 2021 - DZone AI","Over the last few years, we have seen what was once a niche research topic -- graph-based machine learning -- snowball. The Year of the Graph was among the first to take stock, point towards this development, and recognize graph-based AI as a key pillar for future development in the field. In this ..."
"6516187136","https://jaxenter.com/java-2021-174063.html","2021-04-12","7:50:00","jaxenter.com","JAXenter.com","eng","What Java Programmers Should Learn in 2021 - JAXenter","If you are looking to learn Java, you may be wondering where to start. Which technologies should you focus on? Whether you are new to the language, a middle-level learner, or already using Java at work, this article explores the essentials that you need to know. Learning a programming language is a ..."
"6529640618","https://blocksandfiles.com/2021/04/21/redis-database-gets-strong-consistency-ai-inferencing-and-global-speed/","2021-04-21","13:10:00","blocksandfiles.com","BlocksandFiles","eng","Redis database gets strong consistency, AI inferencing and global speed - Blocks and Files","Redis Labs asannounced Redis Database 7.0. Thein-memory NoSQL database software will deliver faster performance for a globally distributed Redis database, more reliable data, better searches and AI assistance, the company said at Redisconf yesterday. Specifically Redis Labs is ..."
"6486501034","https://www.digitalocean.com/community/tutorials/how-to-configure-keyfile-authentication-for-mongodb-replica-sets-on-ubuntu-20-04","2021-03-22","14:04:00","digitalocean.com","DigitalOcean","eng","How To Configure Keyfile Authentication for MongoDB Replica Sets on Ubuntu 20.04 | DigitalOcean","MongoDB, also known as Mongo, is an open-source document database used in many modern web applications. It is classified as a NoSQL database because it does not rely on the relational database model. Instead, it uses JSON-like documents with dynamic schemas. This means that, unlike relational ..."
"6486501035","https://www.digitalocean.com/community/tutorials/how-to-configure-a-mongodb-replica-set-on-ubuntu-20-04","2021-03-22","14:01:00","digitalocean.com","DigitalOcean","eng","How To Configure a MongoDB Replica Set on Ubuntu 20.04 | DigitalOcean","An earlier version of this tutorial was written by Justin Ellingwood. MongoDB, also known as Mongo, is an open-source document database used in many modern web applications. It is classified as a NoSQL database because it does not rely on a traditional table-based relational database structure. ..."
"6530181350","https://siliconangle.com/2021/04/21/tigergraph-launches-managed-graph-database-google-cloud/","2021-04-21","20:27:00","siliconangle.com","SiliconANGLE","eng","TigerGraph launches its managed graph database on Google Cloud - SiliconANGLE","TigerGraph Inc. has launched its managed graph database on Google Cloud, enabling customers of the search giant's infrastructure-as-a-service platform to use the software in their analytics projects. The Redwood City, California-based startup said today that the offering is now the first ..."
"6520250303","https://www.datanami.com/2021/04/14/developers-display-grace-under-pressure-during-pandemic/","2021-04-14","19:28:00","datanami.com","Datanami","eng","Developers Display Grace Under Pressure During Pandemic","Digital architects are mostly holding their own under pandemic-induced pressure to get projects out the door faster despite persistent data infrastructure gaps, according to a vendor survey that also concludes COVID-19 disruptions may ultimately accelerate digital initiatives. Couchbase, the edge ..."
"6511886704","https://www.itpro.co.uk/development/open-source/359157/redis-closes-another-round-of-funding-after-raising-110-million","2021-04-08","20:07:00","itpro.co.uk","ITPro","eng","Redis closes another round of funding, raking in an additional $110 million | IT PRO","Open source database company Redis Labs has announced a late-stage $110 million financing round, bringing its valuation to over $2bn. This is a Series G round for the company and brings the total funding it's raised to $347 million. This doesn't include a secondary market transaction also announced ..."
"6510456936","https://www.datanami.com/2021/04/07/redis-nabs-110-million-in-vc-funding-as-deployments-grow/","2021-04-07","23:06:00","datanami.com","Datanami","eng","Redis Nabs $110 Million in VC Funding as Deployments Grow","Following the latest Series G round of funding in the amount of $110 million, NoSQL database vendor Redis Labs is worth more than $2 billion, the company announced today. That additional venture funding will help the company to continue positioning the product as a versatile real-time data platform ..."
"6510326174","https://www.digitalocean.com/community/tutorials/how-to-back-up-restore-and-migrate-a-mongodb-database-on-ubuntu-20-04-pt","2021-04-07","20:38:00","digitalocean.com","DigitalOcean","por","Como fazer backup, restaurar e migrar um banco de dados MongoDB no Ubuntu 20.04 | DigitalOcean","O autor selecionou a COVID-19 Relief Fund para receber uma doação como parte do programa Write for DOnations. O MongoDB é um dos mecanismos de banco de dados NoSQL mais populares. Ele é famoso por ser escalonável, robusto, confiável e fácil de usar. Neste artigo, você vai fazer backup, ..."
"6510326184","https://www.digitalocean.com/community/tutorials/how-to-back-up-restore-and-migrate-a-mongodb-database-on-ubuntu-20-04-es","2021-04-07","20:38:00","digitalocean.com","DigitalOcean","spa","Cómo hacer una copia de seguridad, restablecer y migrar una base de datos de MongoDB en Ubuntu 20.04 | DigitalOcean","El autor seleccionó COVID-19 Relief Fund para que reciba una donación como parte del programa Write for DOnations. MongoDB es uno de los motores de base de datos más populares de NoSQL. Es famoso por ser escalable, sólido, confiable y fácil de usar. En este artículo, respaldará, restaurará ..."
"6510326209","https://www.digitalocean.com/community/tutorials/how-to-back-up-restore-and-migrate-a-mongodb-database-on-ubuntu-20-04-de","2021-04-07","20:38:00","digitalocean.com","DigitalOcean","deu","So sichern, wiederherstellen und migrieren Sie eine MongoDB-Datenbank unter Ubuntu 20.04 | DigitalOcean","Der Autor hat den COVID-19 Relief Fund dazu ausgewählt, eine Spende im Rahmen des Programms Write for DOnations zu erhalten. MongoDB ist eine der beliebtesten NoSQL-Datenbank-Engines. Es ist bekannt für seine Skalierbarkeit, Robustheit, Zuverlässigkeit und Benutzerfreundlichkeit. In diesem ..."
"6510326180","https://www.digitalocean.com/community/tutorials/how-to-back-up-restore-and-migrate-a-mongodb-database-on-ubuntu-20-04-fr","2021-04-07","20:38:00","digitalocean.com","DigitalOcean","fra","Comment sauvegarder, restaurer et migrer une base de données MongoDB sur Ubuntu 20.04 | DigitalOcean","L'auteur a choisi le COVID-19 Relief Fund pour recevoir un don dans le cadre du programme Write for DOnations. MongoDB est l'un des moteurs de base de données NoSQL les plus populaires. Il doit sa célébrité à son évolutivité, sa robustesse, sa fiabilité et sa facilité d'utilisation. À ..."
